title,director_name,duration,gross,num_voted_users,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_fb_likes
Captain America: The First Avenger,Joe Johnston,124,176636816,508818,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679,140000000,2011,6.9,2.35,46000
The World Is Not Enough,Michael Apted,128,126930660,157519,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,683,135000000,1999,6.4,2.35,2000
Master and Commander: The Far Side of the World,Peter Weir,138,93926386,168207,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684,150000000,2003,7.4,2.35,0
The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,115,292298923,185394,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,120000000,2012,5.5,2.35,65000
Happy Feet 2,George Miller,100,63992328,32399,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,79,135000000,2011,5.9,2.35,0
The Incredible Hulk,Louis Leterrier,135,134518390,326286,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,643,150000000,2008,6.8,2.35,0
Miami Vice,,60,,16769,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,74,1500000,,7.5,1.33,0
The BFG,Steven Spielberg,117,52792307,12572,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,106,140000000,2016,6.8,2.35,27000
The Revenant,Alejandro G. Iñárritu,156,183635922,406020,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1188,135000000,2015,8.1,2.35,190000
Turbo,David Soren,96,83024900,62424,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90,135000000,2013,6.5,2.35,13000
Rango,Gore Verbinski,107,123207194,183208,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,337,135000000,2011,7.2,2.35,26000
Penguins of Madagascar,Eric Darnell,92,83348920,60230,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,118,132000000,2014,6.7,1.85,11000
The Bourne Ultimatum,Paul Greengrass,115,227137090,491077,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,820,110000000,2007,8.1,2.35,0
Kung Fu Panda,Mark Osborne,92,215395021,307029,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,360,130000000,2008,7.6,2.35,6000
Ant-Man,Peyton Reed,117,180191634,313866,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,549,130000000,2015,7.4,1.85,61000
The Hunger Games: Catching Fire,Francis Lawrence,146,424645577,498397,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,706,130000000,2013,7.6,2.35,82000
The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,115,292298923,185394,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,120000000,2012,5.5,2.35,65000
Home,Tim Johnson,94,177343675,70121,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214,135000000,2015,6.7,1.85,26000
War of the Worlds,Steven Spielberg,116,234277056,334345,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,2741,132000000,2005,6.5,1.85,0
Bad Boys II,Michael Bay,147,138396624,178126,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,511,130000000,2003,6.6,2.35,0
Puss in Boots,Chris Miller,90,149234747,114287,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,137,130000000,2011,6.7,2.35,16000
Salt,Phillip Noyce,101,118311368,245621,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,514,110000000,2010,6.4,2.35,23000
Noah,Darren Aronofsky,138,101160529,200022,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,1240,125000000,2014,5.8,1.85,71000
The Adventures of Tintin,Steven Spielberg,107,77564037,177383,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,447,135000000,2011,7.4,2.35,44000
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,142,249358727,382255,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,1504,130000000,2004,7.8,2.35,11000
Australia,Baz Luhrmann,165,49551662,102338,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,450,130000000,2008,6.6,2.35,0
After Earth,M. Night Shyamalan,100,60522097,158720,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,744,130000000,2013,4.9,2.35,37000
Dinosaur,Eric Leighton,82,137748063,38438,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,241,127500000,2000,6.5,1.85,0
Harry Potter and the Deathly Hallows: Part II,Matt Birch,,,381,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1,2,,2011,7.5,,40
Night at the Museum: Secret of the Tomb,Shawn Levy,98,113733726,67223,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,126,127000000,2014,6.2,1.85,11000
Megamind,Tom McGrath,95,148337537,172754,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,187,130000000,2010,7.3,2.35,13000
Harry Potter and the Sorcerer's Stone,Chris Columbus,159,317557891,444683,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,1571,125000000,2001,7.5,2.35,16000
R.I.P.D.,Robert Schwentke,96,33592415,91640,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,210,130000000,2013,5.6,2.35,20000
Godzilla Resurgence,Hideaki Anno,120,,374,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,,2016,8.2,2.35,0
Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,143,305388685,809474,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,2113,140000000,2003,8.1,2.35,10000
Harry Potter and the Deathly Hallows: Part I,Matt Birch,,,252,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1,2,,2010,6.4,,25
The Hunger Games: Mockingjay - Part 1,Francis Lawrence,123,337103873,305008,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,591,125000000,2014,6.7,2.35,52000
The Da Vinci Code,Ron Howard,174,217536138,314253,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1,1966,125000000,2006,6.6,2.35,0
Rio 2,Carlos Saldanha,101,131536019,58498,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,99,103000000,2014,6.4,2.35,0
X-Men 2,Bryan Singer,134,214948780,405973,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1,1055,110000000,2003,7.5,2.35,0
Fast Five,Justin Lin,132,209805005,284792,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,366,125000000,2011,7.3,2.35,54000
Sherlock Holmes: A Game of Shadows,Guy Ritchie,129,186830669,338635,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,412,125000000,2011,7.5,2.35,39000
Clash of the Titans,Louis Leterrier,106,163192114,229679,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,125000000,2010,5.8,2.35,15000
Total Recall,Paul Verhoeven,113,119412921,240241,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,391,65000000,1990,7.5,1.85,0
The 13th Warrior,John McTiernan,102,32694788,101411,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,546,85000000,1999,6.6,2.35,0
The Bourne Legacy,Tony Gilroy,135,113165635,229823,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,504,125000000,2012,6.7,2.35,31000
Batman & Robin,Joel Schumacher,125,107285004,189855,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,1018,125000000,1997,3.7,1.85,0
How the Grinch Stole Christmas,Ron Howard,110,260031035,141414,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,482,123000000,2000,6,1.85,0
The Day After Tomorrow,Roland Emmerich,124,186739919,333248,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,1159,125000000,2004,6.4,2.35,19000
Mission: Impossible II,John Woo,123,215397307,242188,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,1426,125000000,2000,6.1,2.35,0
The Perfect Storm,Wolfgang Petersen,130,182618434,133076,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,779,140000000,2000,6.4,2.35,0
Fantastic 4: Rise of the Silver Surfer,Tim Story,92,131920333,213275,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,436,130000000,2007,5.6,2.35,0
Life of Pi,Ang Lee,127,124976634,440084,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,755,120000000,2012,8,1.85,122000
Ghost Rider,Mark Steven Johnson,123,115802596,182661,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,681,110000000,2007,5.2,2.35,0
Jason Bourne,Paul Greengrass,123,108521835,40123,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1,297,120000000,2016,7.1,2.35,31000
Charlie's Angels: Full Throttle,McG,107,100685880,100821,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,554,120000000,2003,4.8,2.35,0
Prometheus,Ridley Scott,124,126464904,456260,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,2326,130000000,2012,7,2.35,97000
Stuart Little 2,Rob Minkoff,77,64736114,36471,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,69,120000000,2002,5.4,1.85,459
Elysium,Neill Blomkamp,109,93050117,338087,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,814,115000000,2013,6.6,2.35,61000
The Chronicles of Riddick,David Twohy,134,57637485,183909,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,666,105000000,2004,6.7,2.35,0
RoboCop,José Padilha,117,58607007,182899,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,100000000,2014,6.2,2.35,60000
Speed Racer,Lana Wachowski,135,43929341,57873,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,414,120000000,2008,6.1,2.35,0
How Do You Know,James L. Brooks,121,30212620,35066,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1,196,120000000,2010,5.3,1.85,0
Knight and Day,James Mangold,117,76418654,148280,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1,348,117000000,2010,6.3,2.35,11000
Oblivion,Joseph Kosinski,124,89021735,387436,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,892,120000000,2013,7,2.35,71000
Star Wars: Episode III - Revenge of the Sith,George Lucas,140,380262555,520104,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,3286,113000000,2005,7.6,2.35,10000
Star Wars: Episode II - Attack of the Clones,George Lucas,142,310675583,464310,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,3516,115000000,2002,6.7,1.78,0
"Monsters, Inc.",Pete Docter,92,289907418,585659,http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1,593,115000000,2001,8.1,1.85,0
The Wolverine,James Mangold,138,132550960,328067,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,533,120000000,2013,6.7,2.35,68000
Star Wars: Episode I - The Phantom Menace,George Lucas,136,474544677,534658,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,3597,115000000,1999,6.5,2.35,13000
The Croods,Kirk De Micco,98,187165546,150618,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,195,135000000,2013,7.3,2.35,28000
Asterix at the Olympic Games,Frédéric Forestier,116,,20567,http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1,36,78000000,2008,5.1,2.35,291
Windtalkers,John Woo,153,40911830,55994,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1,454,115000000,2002,6,2.35,0
The Huntsman: Winter's War,Cedric Nicolas-Troyan,120,47952020,37750,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,134,115000000,2016,6.1,2.35,16000
Teenage Mutant Ninja Turtles,Jonathan Liebesman,101,190871240,167085,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,125000000,2014,5.9,2.35,62000
Gravity,Alfonso Cuarón,91,274084951,582917,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1,1885,100000000,2013,7.8,2.35,147000
Dante's Peak,Roger Donaldson,108,67155742,62271,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1,277,116000000,1997,5.8,2.35,0
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,112,81638674,17533,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1,115,135000000,2016,6.3,2.35,12000
Fantastic Four,Josh Trank,100,56114221,110486,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,695,120000000,2015,4.3,2.35,41000
Night at the Museum,Shawn Levy,108,250863268,234480,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,444,110000000,2006,6.4,1.85,3000
San Andreas,Brad Peyton,114,155181732,147497,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,499,110000000,2015,6.1,2.35,52000
Tomorrow Never Dies,Roger Spottiswoode,119,125332007,149680,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1,328,110000000,1997,6.5,2.35,0
The Patriot,Roland Emmerich,142,113330342,207613,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1,1144,110000000,2000,7.1,2.35,4000
Ocean's Twelve,Steven Soderbergh,125,125531634,284852,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,627,110000000,2004,6.4,2.35,0
Mr. & Mrs. Smith,Doug Liman,126,186336103,348861,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,798,120000000,2005,6.5,2.35,0
Insurgent,Robert Schwentke,119,129995817,154621,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1,258,110000000,2015,6.3,2.35,27000
The Aviator,Martin Scorsese,170,102608827,264318,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,799,110000000,2004,7.5,2.35,0
Gulliver's Travels,Rob Letterman,85,42776259,53160,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,121,112000000,2010,4.9,2.35,0
The Green Hornet,Michel Gondry,119,98780042,136019,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,443,120000000,2011,5.8,2.35,14000
The A-Team,,60,,25402,http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1,97,,,7.6,4,0
300: Rise of an Empire,Noam Murro,102,106369117,225273,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,523,110000000,2014,6.2,2.35,71000
The Smurfs,Raja Gosnell,103,142614158,66593,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,153,110000000,2011,5.5,1.78,31000
Home on the Range,Will Finn,76,50026353,13581,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1,88,110000000,2004,5.4,1.78,304
Allegiant,Robert Schwentke,120,66002193,44296,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,144,110000000,2016,5.8,2.35,12000
Real Steel,Shawn Levy,127,85463309,254841,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,426,110000000,2011,7.1,2.35,36000
The Smurfs 2,Raja Gosnell,105,71017784,27257,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,59,105000000,2013,5.4,1.85,0
Speed 2: Cruise Control,Jan de Bont,121,48068396,60573,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1,248,160000000,1997,3.7,2.35,894
Ender's Game,Gavin Hood,114,61656849,184561,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,554,110000000,2013,6.7,2.35,123000
Live Free or Die Hard,Len Wiseman,129,134520804,336235,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,782,110000000,2007,7.2,2.35,0
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,171,313837577,1238746,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,5060,93000000,2001,8.8,2.35,21000
Around the World in 80 Days,Frank Coraci,120,24004159,68720,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,191,110000000,2004,5.8,2.35,0
Ali,Michael Mann,165,58183966,79186,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,386,107000000,2001,6.8,2.35,0
The Cat in the Hat,Bo Welch,82,100446895,36033,http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1,456,109000000,2003,3.8,1.85,946
"I, Robot",Alex Proyas,115,144795350,387632,http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,789,120000000,2004,7.1,2.35,0
Kingdom of Heaven,Ridley Scott,194,47396698,217373,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,942,130000000,2005,7.2,2.35,0
Stuart Little,Rob Minkoff,84,140015224,94172,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1,179,133000000,1999,5.9,1.85,0
The Princess and the Frog,Ron Clements,97,104374107,89351,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1,214,105000000,2009,7.1,1.85,5000
The Martian,Ridley Scott,151,228430993,472488,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,1023,108000000,2015,8.1,2.35,153000
"10,000 B.C.",Christopher Barnard,22,,6,http://www.imdb.com/title/tt1869849/?ref_=fn_tt_tt_1,,,,7.2,,0
The Island,Michael Bay,136,35799026,263329,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899,126000000,2005,6.9,2.35,0
Town & Country,Peter Chelsom,104,6712451,4102,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1,89,90000000,2001,4.4,1.85,53
Gone in Sixty Seconds,Dominic Sena,127,101643008,218341,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1,498,90000000,2000,6.5,2.35,0
Gladiator,Ridley Scott,171,187670866,982637,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1,2368,103000000,2000,8.5,2.35,21000
Minority Report,Steven Spielberg,145,132014112,399651,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,1331,102000000,2002,7.7,2.35,0
Harry Potter and the Chamber of Secrets,Chris Columbus,174,261970615,387616,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1,858,100000000,2002,7.4,2.35,0
Casino Royale,Martin Campbell,144,167007184,470483,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,2301,150000000,2006,8,2.35,0
Planet of the Apes,Tim Burton,119,180011740,177725,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,1368,100000000,2001,5.7,2.35,0
Terminator 2: Judgment Day,James Cameron,153,204843350,744891,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,983,102000000,1991,8.5,2.35,13000
Public Enemies,Michael Mann,140,97030725,230931,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,585,100000000,2009,7,2.35,0
American Gangster,Ridley Scott,176,130127620,324671,http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1,458,100000000,2007,7.8,1.85,0
True Lies,James Cameron,141,146282411,190439,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1,351,115000000,1994,7.2,2.35,0
The Taking of Pelham 1 2 3,Tony Scott,106,65452312,149998,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,285,100000000,2009,6.4,2.35,0
Little Fockers,Paul Weitz,98,148383780,85531,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,152,100000000,2010,5.5,1.85,0
The Other Guys,Adam McKay,116,119219978,189806,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,316,100000000,2010,6.7,2.35,16000
Eraser,Chuck Russell,115,101228120,84424,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1,131,100000000,1996,6.1,2.35,0
Django Unchained,Quentin Tarantino,165,162804648,955174,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,1193,100000000,2012,8.5,2.35,199000
The Hunchback of Notre Dame,Gary Trousdale,91,100117603,102933,http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1,230,100000000,1996,6.9,1.78,0
The Emperor's New Groove,Mark Dindal,78,89296573,128285,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,297,100000000,2000,7.3,1.66,0
The Expendables 2,Simon West,103,85017401,246803,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,474,92000000,2012,6.7,2.35,108000
National Treasure,Jon Turteltaub,131,173005002,255447,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,692,100000000,2004,6.9,2.35,0
Eragon,Stefen Fangmeier,104,75030163,108076,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,1690,100000000,2006,5.1,2.35,0
Where the Wild Things Are,Spike Jonze,101,77222184,87677,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,388,100000000,2009,6.8,2.35,11000
Pan,Joe Wright,111,34964818,39956,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,150000000,2015,5.8,2.35,24000
Epic,Chris Wedge,102,107515297,85833,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,113,100000000,2013,6.7,2.35,17000
The Tourist,Florian Henckel von Donnersmarck,103,67631157,176598,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374,100000000,2010,6,2.35,25000
End of Days,Peter Hyams,121,66862068,89509,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,524,83000000,1999,5.7,2.35,2000
Blood Diamond,Edward Zwick,143,57366262,400292,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,657,100000000,2006,8,2.35,14000
The Wolf of Wall Street,Martin Scorsese,240,116866727,780588,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,1138,100000000,2013,8.2,2.35,138000
Batman Forever,Joel Schumacher,121,184031112,190786,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,539,100000000,1995,5.4,1.85,0
Starship Troopers,Paul Verhoeven,129,54700065,221521,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1,1049,105000000,1997,7.2,1.85,0
Cloud Atlas,Tom Tykwer,172,27098580,284825,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,828,102000000,2012,7.5,2.35,124000
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,101,55673333,65785,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,160,80000000,2010,7,2.35,16000
Catwoman,Pitof,87,40198710,87451,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1,660,100000000,2004,3.3,2.35,0
Hercules,Brett Ratner,101,72660029,115687,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269,100000000,2014,6,2.35,21000
Treasure Planet,Ron Clements,95,38120554,71527,http://www.imdb.com/title/tt0133240/?ref_=fn_tt_tt_1,217,140000000,2002,7.1,1.5,0
Land of the Lost,Brad Silberling,102,49392095,52029,http://www.imdb.com/title/tt0457400/?ref_=fn_tt_tt_1,224,100000000,2009,5.4,1.85,0
The Expendables 3,Patrick Hughes,131,39292022,127258,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,351,90000000,2014,6.1,2.35,56000
Point Break,Ericson Core,114,28772222,33953,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163,105000000,2015,5.3,2.35,37000
Son of the Mask,Lawrence Guterman,94,17010646,40751,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1,239,84000000,2005,2.2,1.85,881
In the Heart of the Sea,Ron Howard,122,24985612,71782,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,161,100000000,2015,7,1.85,27000
The Adventures of Pluto Nash,Ron Underwood,95,4411102,20295,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1,164,100000000,2002,3.8,1.85,416
Green Zone,Paul Greengrass,115,35024475,110364,http://www.imdb.com/title/tt0947810/?ref_=fn_tt_tt_1,261,100000000,2010,6.9,2.35,0
